FrameSync,DateTime (UTC-07:00),Temperature (Celsius),Conductivity (uS/cm),Pressure (Decibar),Oxygen (mg/L),pH (pH),Chlorophyll (ug/l),Turbidity (NTU),Chlorophyll StdDev (ug/l),Turbidity StdDev (NTU),Salinity (psu),Sound Velocity (m/sec),Spec Conductivity (uS/cm),Oxygen Sat (%),Date,Time (UTC-07:00),Sample Number,Event Flags
HCEP03730715,06/19/2024 15:36:11,  18.9241,  44012.6,    0.377,  6.497,8.08,2.365,637.360,0.01,3.24,  32.6519, 1515.813,  50100.7,    84.91, 19 Jun 2024, 15:36:11, 126, 0
HCEP03730715,06/19/2024 18:36:11,  19.0626,  44147.8,    0.367,  6.458,8.08,2.405,641.177,0.01,3.85,  32.6549, 1516.213,  50096.7,    84.62, 19 Jun 2024, 18:36:11, 127, 0
HCEP03730715,06/19/2024 21:36:11,  19.1633,  44248.2,    0.373,  6.443,8.08,2.363,642.761,0.01,1.17,  32.6587, 1516.505,  50096.2,    84.59, 19 Jun 2024, 21:36:11, 128, 0
HCEP03730715,06/20/2024 00:36:11,  19.2114,  44301.5,    0.374,  6.510,8.07,2.427,662.825,0.01,0.72,  32.6648, 1516.649,  50101.9,    85.54, 20 Jun 2024, 00:36:11, 129, 0
HCEP03730715,06/20/2024 03:36:11,  19.0164,  44116.8,    0.377,  6.459,8.07,2.411,669.039,0.02,1.68,  32.6655, 1516.093,  50114.0,    84.57, 20 Jun 2024, 03:36:11, 130, 0
HCEP03730715,06/20/2024 06:36:11,  18.8648,  43978.8,    0.385,  6.415,8.06,2.548,705.185,0.01,2.29,  32.6706, 1515.664,  50129.9,    83.77, 20 Jun 2024, 06:36:11, 131, 0
HCEP03730715,06/20/2024 09:36:11,  18.8581,  43976.4,    0.390,  6.451,8.07,2.433,599.401,0.01,0.84,  32.6739, 1515.649,  50134.9,    84.23, 20 Jun 2024, 09:36:11, 132, 0
HCEP03730715,06/20/2024 12:36:11,  18.9397,  44059.5,    0.388,  6.450,8.08,2.354,602.592,0.01,3.09,  32.6785, 1515.888,  50136.3,    84.34, 20 Jun 2024, 12:36:11, 133, 0
HCEP03730715,06/20/2024 15:36:11,  19.0895,  44205.6,    0.376,  6.432,8.08,2.273,558.969,0.01,1.40,  32.6815, 1516.320,  50131.7,    84.34, 20 Jun 2024, 15:36:11, 134, 0
HCEP03730715,06/20/2024 18:36:11,  19.2448,  44357.4,    0.365,  6.399,8.08,2.377,594.084,0.01,2.30,  32.6847, 1516.766,  50127.3,    84.16, 20 Jun 2024, 18:36:11, 135, 0
HCEP03730715,06/20/2024 21:36:11,  19.3649,  44476.6,    0.366,  6.378,8.08,2.319,590.609,0.01,0.81,  32.6886, 1517.112,  50125.9,    84.07, 20 Jun 2024, 21:36:11, 136, 0
HCEP03730715,06/21/2024 00:36:11,  19.4670,  44584.3,    0.364,  6.421,8.08,2.396,616.871,0.01,2.40,  32.6970, 1517.411,  50131.9,    84.80, 21 Jun 2024, 00:36:11, 137, 0
HCEP03730715,06/21/2024 03:36:11,  19.3410,  44464.7,    0.365,  6.431,8.07,2.387,627.403,0.01,3.84,  32.6975, 1517.054,  50139.5,    84.73, 21 Jun 2024, 03:36:11, 138, 0
HCEP03730715,06/21/2024 06:36:11,  19.1617,  44296.1,    0.371,  6.371,8.06,2.517,669.031,0.01,3.48,  32.6994, 1516.547,  50152.2,    83.67, 21 Jun 2024, 06:36:11, 139, 0
HCEP03730715,06/21/2024 09:36:11,  21.0669,  47413.5,    0.680,  6.568,8.00,5.324,1006.051,0.07,7.61,  33.7268, 1522.986,  51461.6,    89.84, 21 Jun 2024, 09:36:11, 140, 0
HCEP03730715,06/21/2024 12:36:11,  13.0270,  37058.8,    0.755,  8.425,8.14,56.699,851.985,7.78,3.64,  31.2789, 1495.891,  48727.0,    97.25, 21 Jun 2024, 12:36:11, 141, 0
HCEP03730715,06/21/2024 12:59:02,  12.9809,  37020.2,    0.752,  9.819,8.20,28.021,400.546,3.08,1.99,  31.2807, 1495.738,  48735.3,   113.22, 21 Jun 2024, 12:59:02, 142, 0
HCEP03730715,06/21/2024 13:08:00,  12.9664,  36998.0,    0.752, 10.022,8.21,38.357,408.723,4.73,2.19,  31.2718, 1495.678,  48724.6,   115.51, 21 Jun 2024, 13:08:00, 143, 0
HCEP03730715,06/21/2024 13:09:40,  12.9676,  36990.3,    0.753, 10.019,8.21,36.138,406.629,3.08,1.90,  31.2637, 1495.673,  48713.0,   115.47, 21 Jun 2024, 13:09:40, 144, 0
HCEP03730715,06/21/2024 14:00:00,  12.9726,  36990.3,    0.742, 10.203,8.23,73.981,500.601,12.81,1.42,  31.2595, 1495.684,  48706.6,   117.59, 21 Jun 2024, 14:00:00, 145, 0
HCEP03730715,06/21/2024 15:00:00,  13.1303,  37127.9,    0.745,  9.768,8.22,103.074,1245.271,15.25,1.80,  31.2586, 1496.213,  48685.6,   112.95, 21 Jun 2024, 15:00:00, 146, 0
HCEP03730715,06/21/2024 16:00:00,  13.2909,  37269.6,    0.742,  9.455,8.21,140.741,1156.921,23.71,3.14,  31.2590, 1496.751,  48666.5,   109.69, 21 Jun 2024, 16:00:00, 147, 0
HCEP03730715,06/21/2024 17:00:00,  13.4489,  37409.3,    0.737,  9.204,8.20,162.775,1108.203,26.01,2.92,  31.2595, 1497.277,  48648.1,   107.13, 21 Jun 2024, 17:00:00, 148, 0
HCEP03730715,06/21/2024 18:00:00,  13.6023,  37544.8,    0.735,  9.029,8.19,171.338,1082.836,26.57,3.13,  31.2597, 1497.787,  48630.3,   105.43, 21 Jun 2024, 18:00:00, 149, 0
HCEP03730715,06/21/2024 19:00:00,  13.7531,  37678.8,    0.734,  8.835,8.19,173.135,1054.648,27.72,1.51,  31.2604, 1498.286,  48613.8,   103.49, 21 Jun 2024, 19:00:00, 150, 0
HCEP03730715,06/21/2024 20:00:00,  13.8996,  37808.8,    0.734,  8.724,8.18,175.609,1030.539,28.26,3.47,  31.2610, 1498.769,  48598.0,   102.49, 21 Jun 2024, 20:00:00, 151, 0
HCEP03730715,06/21/2024 21:00:00,  14.0422,  37935.5,    0.735,  8.547,8.18,175.516,1016.342,29.06,5.11,  31.2613, 1499.238,  48582.6,   100.71, 21 Jun 2024, 21:00:00, 152, 0
HCEP03730715,06/21/2024 22:00:00,  14.1805,  38057.4,    0.735,  8.440,8.17,177.181,997.336,30.16,4.92,  31.2608, 1499.689,  48566.7,    99.73, 21 Jun 2024, 22:00:00, 153, 0
HCEP03730715,06/21/2024 23:00:00,  14.3137,  38176.8,    0.736,  8.333,8.17,178.263,979.655,30.91,4.07,  31.2620, 1500.125,  48554.0,    98.72, 21 Jun 2024, 23:00:00, 154, 0
HCEP03730715,06/22/2024 00:00:00,  14.4399,  38289.6,    0.735,  8.300,8.16,177.569,969.141,32.27,6.83,  31.2628, 1500.535,  48541.7,    98.58, 22 Jun 2024, 00:00:00, 155, 0
HCEP03730715,06/22/2024 01:00:00,  14.5604,  38397.2,    0.735,  8.190,8.16,178.760,952.259,31.73,3.09,  31.2634, 1500.926,  48529.9,    97.52, 22 Jun 2024, 01:00:00, 156, 0
HCEP03730715,06/22/2024 02:00:00,  14.6741,  38499.1,    0.738,  8.143,8.15,178.905,943.117,31.85,2.29,  31.2641, 1501.293,  48519.2,    97.18, 22 Jun 2024, 02:00:00, 157, 0
HCEP03730715,06/22/2024 03:00:00,  14.7813,  38594.4,    0.741,  8.102,8.15,177.644,935.678,31.15,3.80,  31.2640, 1501.638,  48508.2,    96.90, 22 Jun 2024, 03:00:00, 158, 0
HCEP03730715,06/22/2024 04:00:00,  14.8872,  38689.8,    0.741,  8.079,8.14,177.390,924.007,31.16,1.72,  31.2649, 1501.980,  48498.9,    96.83, 22 Jun 2024, 04:00:00, 159, 0
HCEP03730715,06/22/2024 05:00:00,  14.9893,  38781.7,    0.738,  8.068,8.14,176.129,916.399,30.39,4.72,  31.2658, 1502.307,  48490.1,    96.90, 22 Jun 2024, 05:00:00, 160, 0
HCEP03730715,06/22/2024 06:00:00,  15.0878,  38869.4,    0.742,  8.033,8.13,174.872,910.698,30.18,4.69,  31.2658, 1502.621,  48480.4,    96.67, 22 Jun 2024, 06:00:00, 161, 0
HCEP03730715,06/22/2024 07:00:00,  15.1833,  38956.3,    0.743,  7.919,8.13,172.146,908.164,29.83,5.91,  31.2671, 1502.927,  48473.2,    95.48, 22 Jun 2024, 07:00:00, 162, 0
HCEP03730715,06/22/2024 08:00:00,  15.2784,  39042.4,    0.745,  7.945,8.13,170.835,890.187,28.35,4.13,  31.2683, 1503.231,  48465.8,    95.97, 22 Jun 2024, 08:00:00, 163, 0
HCEP03730715,06/22/2024 09:00:00,  15.3755,  39129.3,    0.743,  7.905,8.12,168.536,882.853,27.90,4.10,  31.2684, 1503.538,  48456.7,    95.67, 22 Jun 2024, 09:00:00, 164, 0
HCEP03730715,06/22/2024 10:00:00,  15.4715,  39216.4,    0.741,  7.851,8.12,165.119,889.927,27.04,6.79,  31.2695, 1503.843,  48449.5,    95.21, 22 Jun 2024, 10:00:00, 165, 0
HCEP03730715,06/22/2024 11:00:00,  15.5701,  39305.2,    0.742,  7.824,8.11,163.612,880.156,26.16,3.87,  31.2700, 1504.154,  48441.1,    95.06, 22 Jun 2024, 11:00:00, 166, 0
HCEP03730715,06/22/2024 12:00:00,  15.6678,  39393.5,    0.741,  7.772,8.11,161.022,875.550,25.24,4.45,  31.2707, 1504.462,  48433.3,    94.62, 22 Jun 2024, 12:00:00, 167, 0
HCEP03730715,06/22/2024 13:00:00,  15.7672,  39483.3,    0.743,  7.803,8.11,159.233,865.611,23.95,2.54,  31.2713, 1504.775,  48425.3,    95.19, 22 Jun 2024, 13:00:00, 168, 0
HCEP03730715,06/22/2024 14:00:00,  15.8691,  39575.3,    0.741,  7.768,8.11,156.777,864.318,23.37,4.21,  31.2719, 1505.094,  48417.1,    94.95, 22 Jun 2024, 14:00:00, 169, 0
HCEP03730715,06/22/2024 15:00:00,  15.9698,  39666.5,    0.739,  7.793,8.10,153.917,866.705,22.03,4.73,  31.2727, 1505.409,  48409.5,    95.45, 22 Jun 2024, 15:00:00, 170, 0
HCEP03730715,06/22/2024 16:00:00,  16.0726,  39759.7,    0.738,  7.703,8.10,151.465,857.252,21.17,4.38,  31.2735, 1505.730,  48401.7,    94.54, 22 Jun 2024, 16:00:00, 171, 0
HCEP03730715,06/22/2024 17:00:00,  16.1805,  39857.5,    0.737,  7.671,8.10,148.614,854.389,20.70,4.35,  31.2742, 1506.066,  48393.7,    94.34, 22 Jun 2024, 17:00:00, 172, 0
HCEP03730715,06/22/2024 18:00:00,  16.2892,  39956.1,    0.736,  7.635,8.09,145.303,854.495,19.02,8.39,  31.2749, 1506.403,  48385.7,    94.10, 22 Jun 2024, 18:00:00, 173, 0
HCEP03730715,06/22/2024 19:00:00,  16.3970,  40053.6,    0.734,  7.659,8.09,142.831,849.472,19.24,7.27,  31.2753, 1506.736,  48377.3,    94.59, 22 Jun 2024, 19:00:00, 174, 0
HCEP03730715,06/22/2024 20:00:00,  16.5033,  40149.4,    0.736,  7.635,8.09,140.189,841.547,17.93,2.36,  31.2753, 1507.063,  48368.8,    94.49, 22 Jun 2024, 20:00:00, 175, 0
HCEP03730715,06/22/2024 21:00:00,  16.6053,  40241.9,    0.740,  7.571,8.09,136.627,847.929,16.91,9.81,  31.2759, 1507.377,  48361.5,    93.90, 22 Jun 2024, 21:00:00, 176, 0
HCEP03730715,06/22/2024 22:00:00,  16.7013,  40328.8,    0.742,  7.586,8.09,135.183,842.742,16.67,5.55,  31.2762, 1507.671,  48354.3,    94.25, 22 Jun 2024, 22:00:00, 177, 0
HCEP03730715,06/22/2024 23:00:00,  16.7889,  40409.2,    0.744,  7.555,8.08,133.747,832.636,16.53,2.40,  31.2774, 1507.940,  48349.2,    94.03, 22 Jun 2024, 23:00:00, 178, 0
HCEP03730715,06/23/2024 00:00:00,  16.8700,  40483.2,    0.745,  7.533,8.08,131.403,828.622,15.49,5.95,  31.2780, 1508.188,  48343.9,    93.90, 23 Jun 2024, 00:00:00, 179, 0
HCEP03730715,06/23/2024 01:00:00,  16.9447,  40551.9,    0.745,  7.537,8.08,129.299,826.954,15.10,6.73,  31.2791, 1508.416,  48339.7,    94.09, 23 Jun 2024, 01:00:00, 180, 0
HCEP03730715,06/23/2024 02:00:00,  17.0097,  40612.1,    0.747,  7.470,8.08,126.559,843.983,14.63,4.13,  31.2803, 1508.615,  48336.6,    93.37, 23 Jun 2024, 02:00:00, 181, 0
HCEP03730715,06/23/2024 03:00:00,  17.0594,  40658.2,    0.748,  7.605,8.08,125.898,844.396,14.30,5.89,  31.2813, 1508.766,  48334.3,    95.15, 23 Jun 2024, 03:00:00, 182, 0
HCEP03730715,06/23/2024 04:00:00,  17.1001,  40695.7,    0.750,  7.553,8.07,122.908,849.084,13.47,1.74,  31.2819, 1508.890,  48332.1,    94.57, 23 Jun 2024, 04:00:00, 183, 0
HCEP03730715,06/23/2024 05:00:00,  17.1383,  40732.3,    0.753,  7.518,8.07,119.395,842.802,13.44,1.90,  31.2837, 1509.008,  48331.8,    94.21, 23 Jun 2024, 05:00:00, 184, 0
HCEP03730715,06/23/2024 06:00:00,  17.1771,  40768.8,    0.758,  7.476,8.07,117.915,848.888,12.19,5.84,  31.2848, 1509.127,  48330.5,    93.76, 23 Jun 2024, 06:00:00, 185, 0
HCEP03730715,06/23/2024 07:00:00,  17.2180,  40806.9,    0.762,  7.461,8.07,112.880,824.452,12.59,5.70,  31.2857, 1509.251,  48328.8,    93.63, 23 Jun 2024, 07:00:00, 186, 0
HCEP03730715,06/23/2024 08:00:00,  17.2592,  40845.2,    0.768,  7.451,8.07,112.835,845.091,11.66,2.67,  31.2865, 1509.376,  48326.9,    93.59, 23 Jun 2024, 08:00:00, 187, 0
HCEP03730715,06/23/2024 09:00:00,  17.2976,  40881.6,    0.771,  7.447,8.07,109.811,834.383,11.74,3.54,  31.2879, 1509.493,  48326.1,    93.61, 23 Jun 2024, 09:00:00, 188, 0
HCEP03730715,06/23/2024 10:00:00,  17.3331,  40914.9,    0.776,  7.411,8.07,108.700,848.259,10.63,4.29,  31.2888, 1509.602,  48324.9,    93.22, 23 Jun 2024, 10:00:00, 189, 0
HCEP03730715,06/23/2024 11:00:00,  17.3706,  40949.9,    0.777,  7.389,8.07,104.297,841.847,9.52,4.97,  31.2898, 1509.715,  48323.6,    93.01, 23 Jun 2024, 11:00:00, 190, 0
HCEP03730715,06/23/2024 12:00:00,  17.4104,  40987.5,    0.783,  7.374,8.06,104.101,842.882,9.09,2.29,  31.2910, 1509.836,  48322.5,    92.89, 23 Jun 2024, 12:00:00, 191, 0
HCEP03730715,06/23/2024 13:00:00,  17.4521,  41026.5,    0.785,  7.366,8.06,100.814,834.250,9.41,4.60,  31.2920, 1509.962,  48320.9,    92.87, 23 Jun 2024, 13:00:00, 192, 0
HCEP03730715,06/23/2024 14:00:00,  17.4953,  41066.5,    0.789,  7.335,8.06,100.217,843.925,9.21,3.39,  31.2927, 1510.093,  48318.9,    92.56, 23 Jun 2024, 14:00:00, 193, 0
HCEP03730715,06/23/2024 15:00:00,  17.5395,  41108.0,    0.792,  7.325,8.06,97.777,841.230,9.45,2.35,  31.2939, 1510.226,  48317.4,    92.51, 23 Jun 2024, 15:00:00, 194, 0
HCEP03730715,06/23/2024 16:00:00,  17.5836,  41149.4,    0.791,  7.320,8.06,97.080,843.125,8.57,4.75,  31.2951, 1510.359,  48316.0,    92.52, 23 Jun 2024, 16:00:00, 195, 0
HCEP03730715,06/23/2024 17:00:00,  17.6257,  41188.9,    0.789,  7.306,8.06,94.675,830.515,8.93,4.37,  31.2961, 1510.486,  48314.6,    92.43, 23 Jun 2024, 17:00:00, 196, 0
HCEP03730715,06/23/2024 18:00:00,  17.6684,  41229.5,    0.788,  7.307,8.06,93.756,849.380,8.28,2.36,  31.2977, 1510.615,  48313.8,    92.52, 23 Jun 2024, 18:00:00, 197, 0
HCEP03730715,06/23/2024 19:00:00,  17.7120,  41269.9,    0.789,  7.301,8.06,90.938,839.641,8.10,4.55,  31.2984, 1510.746,  48311.9,    92.51, 23 Jun 2024, 19:00:00, 198, 0
HCEP03730715,06/23/2024 20:00:00,  17.7518,  41307.7,    0.789,  7.281,8.06,90.165,845.833,7.52,5.20,  31.2997, 1510.866,  48311.0,    92.33, 23 Jun 2024, 20:00:00, 199, 0
HCEP03730715,06/23/2024 21:00:00,  17.7866,  41341.3,    0.790,  7.283,8.05,87.985,834.247,7.57,2.98,  31.3014, 1510.971,  48311.0,    92.42, 23 Jun 2024, 21:00:00, 200, 0
HCEP03730715,06/23/2024 22:00:00,  17.8196,  41372.7,    0.794,  7.260,8.05,86.949,843.495,7.03,3.14,  31.3025, 1511.071,  48310.4,    92.18, 23 Jun 2024, 22:00:00, 201, 0
HCEP03730715,06/23/2024 23:00:00,  17.8504,  41402.1,    0.795,  7.251,8.05,85.539,836.557,7.13,3.19,  31.3037, 1511.163,  48310.0,    92.13, 23 Jun 2024, 23:00:00, 202, 0
HCEP03730715,06/24/2024 00:00:00,  17.8786,  41429.5,    0.797,  7.232,8.05,84.344,844.286,6.67,2.08,  31.3052, 1511.249,  48310.2,    91.94, 24 Jun 2024, 00:00:00, 203, 0
HCEP03730715,06/24/2024 01:00:00,  17.9042,  41454.6,    0.796,  7.218,8.05,82.505,843.428,6.72,7.29,  31.3067, 1511.326,  48310.7,    91.80, 24 Jun 2024, 01:00:00, 204, 0
HCEP03730715,06/24/2024 02:00:00,  17.9277,  41477.9,    0.799,  7.228,8.05,80.807,844.594,6.31,3.69,  31.3083, 1511.398,  48311.3,    91.97, 24 Jun 2024, 02:00:00, 205, 0
HCEP03730715,06/24/2024 03:00:00,  17.9485,  41498.8,    0.799,  7.207,8.05,78.108,831.648,6.28,3.48,  31.3100, 1511.461,  48312.3,    91.74, 24 Jun 2024, 03:00:00, 206, 0
HCEP03730715,06/24/2024 04:00:00,  17.9682,  41518.8,    0.798,  7.210,8.05,77.947,840.112,5.34,2.92,  31.3117, 1511.521,  48313.4,    91.81, 24 Jun 2024, 04:00:00, 207, 0
HCEP03730715,06/24/2024 05:00:00,  17.9867,  41537.3,    0.799,  7.205,8.05,75.978,832.108,5.57,2.96,  31.3131, 1511.578,  48314.1,    91.79, 24 Jun 2024, 05:00:00, 208, 0
HCEP03730715,06/24/2024 06:00:00,  18.0045,  41554.8,    0.803,  7.200,8.05,74.904,844.955,5.30,2.66,  31.3142, 1511.632,  48314.5,    91.75, 24 Jun 2024, 06:00:00, 209, 0
HCEP03730715,06/24/2024 07:00:00,  18.0231,  41573.7,    0.806,  7.195,8.05,72.907,830.805,5.36,3.09,  31.3159, 1511.688,  48315.6,    91.72, 24 Jun 2024, 07:00:00, 210, 0
HCEP03730715,06/24/2024 08:00:00,  18.0432,  41593.4,    0.805,  7.193,8.04,71.922,843.736,4.74,4.67,  31.3170, 1511.749,  48315.9,    91.73, 24 Jun 2024, 08:00:00, 211, 0
HCEP03730715,06/24/2024 09:00:00,  18.0645,  41614.0,    0.808,  7.187,8.04,70.052,831.951,4.83,3.09,  31.3180, 1511.813,  48315.9,    91.69, 24 Jun 2024, 09:00:00, 212, 0
HCEP03730715,06/24/2024 10:00:00,  18.0841,  41633.8,    0.807,  7.198,8.04,69.113,846.044,4.57,3.27,  31.3196, 1511.873,  48316.9,    91.87, 24 Jun 2024, 10:00:00, 213, 0
HCEP03730715,06/24/2024 11:00:00,  18.1067,  41656.4,    0.808,  7.189,8.04,70.517,836.814,5.46,1.65,  31.3213, 1511.941,  48317.8,    91.80, 24 Jun 2024, 11:00:00, 214, 0
HCEP03730715,06/24/2024 12:00:00,  18.1347,  41683.2,    0.810,  7.193,8.04,69.398,843.712,5.08,4.08,  31.3224, 1512.025,  48317.5,    91.90, 24 Jun 2024, 12:00:00, 215, 0
HCEP03730715,06/24/2024 14:05:00,  18.2221,  41765.2,    0.811,  7.742,8.05,81.269,1309.248,6.95,1.67,  31.3243, 1512.284,  48314.6,    99.07, 24 Jun 2024, 14:05:00, 216, 0
HCEP03730715,06/24/2024 15:05:00,  18.2648,  41805.5,    0.807,  7.299,8.04,75.459,1240.485,4.81,2.07,  31.3254, 1512.410,  48313.5,    93.48, 24 Jun 2024, 15:05:00, 217, 0
HCEP03730715,06/24/2024 16:05:00,  18.3062,  41845.2,    0.805,  7.334,8.04,71.771,1247.448,3.91,2.33,  31.3269, 1512.533,  48313.1,    94.00, 24 Jun 2024, 16:05:00, 218, 0
HCEP03730715,06/24/2024 17:05:00,  18.3497,  41885.7,    0.799,  7.555,8.04,67.434,1240.719,2.83,2.33,  31.3277, 1512.661,  48311.5,    96.92, 24 Jun 2024, 17:05:00, 219, 0
HCEP03730715,06/24/2024 18:05:00,  18.3912,  41925.3,    0.797,  7.373,8.04,55.488,1241.672,1.65,5.47,  31.3291, 1512.784,  48310.8,    94.66, 24 Jun 2024, 18:05:00, 220, 0
HCEP03730715,06/24/2024 19:05:00,  18.4291,  41961.6,    0.793,  7.375,8.04,45.623,1234.736,0.96,2.90,  31.3304, 1512.897,  48310.4,    94.75, 24 Jun 2024, 19:05:00, 221, 0
HCEP03730715,06/24/2024 20:05:00,  18.4609,  41992.4,    0.793,  7.308,8.04,38.995,1238.334,0.64,5.23,  31.3319, 1512.991,  48310.5,    93.95, 24 Jun 2024, 20:05:00, 222, 0
HCEP03730715,06/24/2024 21:05:00,  18.4847,  42016.4,    0.792,  7.346,8.04,35.506,1223.346,0.41,4.62,  31.3338, 1513.063,  48311.8,    94.49, 24 Jun 2024, 21:05:00, 223, 0
HCEP03730715,06/24/2024 22:05:00,  18.5023,  42034.5,    0.792,  7.434,8.04,32.230,1231.379,0.35,8.85,  31.3354, 1513.116,  48313.0,    95.65, 24 Jun 2024, 22:05:00, 224, 0
HCEP03730715,06/24/2024 23:05:00,  18.5153,  42048.3,    0.789,  7.422,8.04,30.551,1219.817,0.18,5.75,  31.3370, 1513.156,  48314.4,    95.52, 24 Jun 2024, 23:05:00, 225, 0
HCEP03730715,06/25/2024 00:05:00,  18.5250,  42059.3,    0.789,  7.304,8.04,28.744,1236.567,0.10,6.69,  31.3388, 1513.186,  48316.2,    94.02, 25 Jun 2024, 00:05:00, 226, 0
HCEP03730715,06/25/2024 01:05:00,  18.5315,  42067.6,    0.788,  7.421,8.04,27.380,1226.842,0.13,5.40,  31.3408, 1513.207,  48318.6,    95.53, 25 Jun 2024, 01:05:00, 227, 0
HCEP03730715,06/25/2024 02:05:00,  18.5347,  42073.2,    0.786,  7.498,8.04,26.562,1234.239,0.07,8.07,  31.3430, 1513.219,  48321.4,    96.53, 25 Jun 2024, 02:05:00, 228, 0
HCEP03730715,06/25/2024 03:05:00,  18.5443,  42084.0,    0.785,  7.415,8.04,25.188,1217.283,0.10,5.22,  31.3446, 1513.249,  48323.1,    95.49, 25 Jun 2024, 03:05:00, 229, 0
HCEP03730715,06/25/2024 04:05:00,  18.5677,  42107.2,    0.781,  7.357,8.04,24.493,1234.825,0.11,6.64,  31.3461, 1513.318,  48323.8,    94.79, 25 Jun 2024, 04:05:00, 230, 0
HCEP03730715,06/25/2024 05:05:00,  18.5976,  42136.2,    0.780,  7.449,8.04,23.856,1228.833,0.20,2.17,  31.3475, 1513.407,  48323.9,    96.02, 25 Jun 2024, 05:05:00, 231, 0
HCEP03730715,06/25/2024 06:05:00,  18.6237,  42161.8,    0.779,  7.381,8.04,23.355,1235.909,0.20,7.05,  31.3489, 1513.484,  48324.4,    95.19, 25 Jun 2024, 06:05:00, 232, 0
HCEP03730715,06/25/2024 07:05:00,  18.6527,  42189.9,    0.778,  7.394,8.04,22.772,1230.708,0.27,2.03,  31.3503, 1513.570,  48324.6,    95.41, 25 Jun 2024, 07:05:00, 233, 0
HCEP03730715,06/25/2024 08:05:00,  18.6876,  42223.0,    0.777,  7.372,8.04,22.416,1238.899,0.24,6.38,  31.3512, 1513.672,  48323.8,    95.19, 25 Jun 2024, 08:05:00, 234, 0
HCEP03730715,06/25/2024 09:05:00,  18.7211,  42255.6,    0.776,  7.364,8.04,22.020,1233.406,0.33,2.71,  31.3527, 1513.771,  48324.0,    95.14, 25 Jun 2024, 09:05:00, 235, 0
HCEP03730715,06/25/2024 10:05:00,  18.7583,  42291.3,    0.776,  7.296,8.04,21.550,1229.238,0.32,6.58,  31.3541, 1513.880,  48323.7,    94.34, 25 Jun 2024, 10:05:00, 236, 0
HCEP03730715,06/25/2024 11:05:00,  18.7970,  42327.6,    0.773,  7.144,8.04,21.113,1228.259,0.34,1.92,  31.3548, 1513.993,  48322.5,    92.44, 25 Jun 2024, 11:05:00, 237, 0
HCEP03730715,06/25/2024 12:05:00,  18.8354,  42364.3,    0.769,  7.126,8.04,20.707,1228.270,0.36,7.65,  31.3561, 1514.105,  48322.1,    92.27, 25 Jun 2024, 12:05:00, 238, 0
HCEP03730715,06/25/2024 13:05:00,  18.8753,  42401.8,    0.766,  7.117,8.04,20.376,1231.365,0.33,2.77,  31.3568, 1514.221,  48320.8,    92.23, 25 Jun 2024, 13:05:00, 239, 0
HCEP03730715,06/25/2024 14:05:00,  18.9181,  42442.1,    0.758,  7.084,8.03,19.541,1005.878,0.48,2.60,  31.3577, 1514.346,  48319.6,    91.87, 25 Jun 2024, 14:05:00, 240, 0
HCEP03730715,06/25/2024 14:32:00,  18.9392,  42461.1,    0.746,  7.658,8.04,28.267,1525.978,1.86,4.22,  31.3574, 1514.406,  48318.0,    99.36, 25 Jun 2024, 14:32:00, 241, 0
HCEP03730715,06/25/2024 15:32:00,  18.9837,  42503.8,    0.741,  7.275,8.03,27.406,1521.664,1.43,4.20,  31.3590, 1514.536,  48317.7,    94.47, 25 Jun 2024, 15:32:00, 242, 0
HCEP03730715,06/25/2024 16:32:00,  19.0302,  42547.5,    0.735,  7.267,8.03,27.215,1520.231,1.35,2.87,  31.3598, 1514.670,  48316.2,    94.45, 25 Jun 2024, 16:32:00, 243, 0
HCEP03730715,06/25/2024 17:32:00,  19.0754,  42590.0,    0.731,  7.266,8.03,27.250,1510.335,1.40,3.85,  31.3606, 1514.801,  48315.0,    94.51, 25 Jun 2024, 17:32:00, 244, 0
HCEP03730715,06/25/2024 18:32:00,  19.1171,  42629.1,    0.725,  7.303,8.03,26.170,1507.256,0.88,4.11,  31.3612, 1514.921,  48313.5,    95.07, 25 Jun 2024, 18:32:00, 245, 0
HCEP03730715,06/25/2024 19:32:00,  19.1530,  42663.3,    0.723,  7.275,8.03,25.807,1497.705,0.84,5.17,  31.3622, 1515.025,  48313.0,    94.77, 25 Jun 2024, 19:32:00, 246, 0
HCEP03730715,06/25/2024 20:32:00,  19.1865,  42696.5,    0.722,  7.233,8.03,25.809,1492.977,0.81,3.16,  31.3643, 1515.123,  48314.0,    94.28, 25 Jun 2024, 20:32:00, 247, 0
HCEP03730715,06/25/2024 21:32:00,  19.2149,  42724.2,    0.722,  7.243,8.03,25.541,1484.736,0.81,4.62,  31.3655, 1515.206,  48314.2,    94.46, 25 Jun 2024, 21:32:00, 248, 0
HCEP03730715,06/25/2024 22:32:00,  19.2362,  42745.5,    0.723,  7.288,8.03,25.396,1478.963,0.78,4.70,  31.3670, 1515.268,  48315.1,    95.10, 25 Jun 2024, 22:32:00, 249, 0
HCEP03730715,06/25/2024 23:32:00,  19.2519,  42761.7,    0.718,  7.324,8.03,25.154,1473.290,0.75,3.47,  31.3684, 1515.315,  48316.2,    95.59, 25 Jun 2024, 23:32:00, 250, 0
HCEP03730715,06/26/2024 00:32:00,  19.2648,  42776.0,    0.717,  7.233,8.03,24.909,1469.157,0.76,3.84,  31.3704, 1515.354,  48318.3,    94.43, 26 Jun 2024, 00:32:00, 251, 0
